time,Open,High,Low,Close,Volume
2026-08-31 09:00:00,59500,59500,58600,58600,510
2026-08-31 09:05:00,58600,59000,58400,58900,523
2026-08-31 09:10:00,58700,59000,58400,58700,1176
2026-08-31 09:15:00,58700,58800,58600,58600,82
2026-08-31 09:20:00,58700,58700,58600,58700,43
2026-08-31 09:25:00,58600,58700,58600,58700,53
2026-08-31 09:30:00,58700,58700,58500,58500,463
2026-08-31 09:35:00,58500,58500,58300,58300,316
2026-08-31 09:40:00,58300,58300,58100,58100,262
2026-08-31 09:45:00,58100,58200,58100,58200,140
2026-08-31 09:50:00,58100,58100,58000,58000,125
2026-08-31 09:55:00,58000,58100,58000,58100,61
2026-08-31 10:00:00,58000,58100,57900,57900,217
2026-08-31 10:05:00,58000,58000,57800,57900,241
2026-08-31 10:10:00,57900,58000,57900,58000,246
2026-08-31 10:15:00,57900,57900,57800,57800,102
2026-08-31 10:20:00,57900,57900,57800,57800,23
2026-08-31 10:25:00,57800,57900,57600,57700,315
2026-08-31 10:30:00,57700,57700,57600,57700,41
2026-08-31 10:35:00,57800,57800,57700,57800,5
2026-08-31 10:40:00,57800,57800,57700,57700,8
2026-08-31 10:45:00,57700,57900,57700,57700,369
2026-08-31 10:50:00,57800,57900,57700,57800,193
2026-08-31 10:55:00,57800,57900,57800,57900,116
2026-08-31 11:00:00,57900,57900,57800,57900,129
2026-08-31 11:05:00,58000,58100,57900,58000,79
2026-08-31 11:10:00,58000,58500,57900,58200,874
2026-08-31 11:15:00,58200,58300,58000,58200,413
2026-08-31 11:20:00,58200,58200,58100,58200,115
2026-08-31 11:25:00,58200,58200,58100,58200,21
2026-08-31 11:30:00,58200,58200,58100,58200,21
2026-08-31 11:35:00,58200,58300,58100,58200,171
2026-08-31 11:40:00,58300,58400,58200,58400,98
2026-08-31 11:45:00,58400,58600,58300,58300,242
2026-08-31 11:50:00,58400,58500,58300,58500,183
2026-08-31 11:55:00,58400,58600,58400,58600,63
2026-08-31 12:00:00,58600,58700,58400,58400,113
2026-08-31 12:05:00,58500,58600,58300,58600,218
2026-08-31 12:10:00,58600,58800,58200,58600,558
2026-08-31 12:15:00,58200,58700,58200,58500,409
2026-08-31 12:20:00,58500,58700,58300,58600,370
2026-08-31 12:25:00,58500,58800,58500,58700,316
2026-08-31 12:30:00,58700,58700,58600,58700,39
2026-08-31 12:35:00,58700,58700,58500,58600,105
2026-08-31 12:40:00,58500,58900,58400,58600,732
2026-08-31 12:45:00,58500,59000,58400,58700,511
2026-08-31 12:50:00,58700,58800,58600,58700,282
2026-08-31 12:55:00,58600,58700,58600,58600,68
2026-08-31 13:00:00,58700,59100,58600,58600,799
2026-08-31 13:05:00,58700,58800,58600,58600,301
2026-08-31 13:10:00,58600,58600,58500,58500,321
2026-08-31 13:15:00,58600,58600,58600,58600,7
