time,Open,High,Low,Close,Volume
2026-09-11 09:00:00,51000,51900,50900,51600,3275
2026-09-11 09:05:00,51600,52300,51600,52000,1874
2026-09-11 09:10:00,52000,52300,52000,52300,1936
2026-09-11 09:15:00,52200,52500,52000,52000,3545
2026-09-11 09:20:00,52000,52400,52000,52200,1133
2026-09-11 09:25:00,52100,52300,52000,52100,578
2026-09-11 09:30:00,52100,52100,51500,51600,741
2026-09-11 09:35:00,51600,52100,51600,51800,1022
2026-09-11 09:40:00,51800,51900,51600,51700,855
2026-09-11 09:45:00,51700,51800,51600,51700,209
2026-09-11 09:50:00,51800,52200,51700,52000,1237
2026-09-11 09:55:00,52000,52100,51900,52000,349
2026-09-11 10:00:00,52000,52100,51900,52100,374
2026-09-11 10:05:00,52100,52100,51800,52100,882
2026-09-11 10:10:00,52100,52300,52100,52200,2025
2026-09-11 10:15:00,52200,52200,52100,52100,285
2026-09-11 10:20:00,52100,52200,52000,52100,304
2026-09-11 10:25:00,52100,52100,51800,51900,598
2026-09-11 10:30:00,51900,52000,51900,51900,445
2026-09-11 10:35:00,51900,52100,51700,52000,749
2026-09-11 10:40:00,52000,52000,51900,51900,203
2026-09-11 10:45:00,51900,51900,51700,51800,209
2026-09-11 10:50:00,51850,52000,51800,52000,355
2026-09-11 10:55:00,51900,52100,51900,52000,223
2026-09-11 11:00:00,52100,52100,51900,52000,681
2026-09-11 11:05:00,52100,52400,52100,52400,2841
2026-09-11 11:10:00,52350,52500,52300,52500,1675
2026-09-11 11:15:00,52500,52500,52400,52500,1251
2026-09-11 11:20:00,52400,52600,52400,52500,768
2026-09-11 11:25:00,52500,52500,52300,52400,433
2026-09-11 11:30:00,52400,52400,52100,52400,487
2026-09-11 11:35:00,52300,52400,52300,52400,245
2026-09-11 11:40:00,52400,52500,52200,52400,407
2026-09-11 11:45:00,52300,52500,52100,52500,4378
2026-09-11 11:50:00,52500,52500,52300,52400,555
2026-09-11 11:55:00,52400,52400,52200,52200,399
2026-09-11 12:00:00,52300,52300,52200,52300,550
2026-09-11 12:05:00,52200,52400,52200,52300,683
2026-09-11 12:10:00,52300,52300,52100,52100,937
2026-09-11 12:15:00,52100,52200,52000,52200,350
2026-09-11 12:20:00,52200,52200,52000,52100,243
2026-09-11 12:25:00,52200,52200,52000,52100,350
2026-09-11 12:30:00,52100,52200,52000,52200,141
