time,Open,High,Low,Close,Volume
2026-09-08 09:00:00,1133000,1137000,1117000,1122000,26493
2026-09-08 09:05:00,1123000,1129000,1120000,1126000,8124
2026-09-08 09:10:00,1127000,1140000,1125000,1140000,7990
2026-09-08 09:15:00,1140000,1158000,1139000,1155000,14412
2026-09-08 09:20:00,1155500,1164000,1152000,1158000,14661
2026-09-08 09:25:00,1158000,1162000,1153000,1158000,7175
2026-09-08 09:30:00,1157000,1162000,1150000,1150000,7155
2026-09-08 09:35:00,1150000,1151000,1142000,1145000,9522
2026-09-08 09:40:00,1145000,1147000,1141000,1147000,4095
2026-09-08 09:45:00,1146000,1160000,1146000,1160000,6773
2026-09-08 09:50:00,1159000,1162000,1157000,1159000,6441
2026-09-08 09:55:00,1160000,1168000,1158000,1168000,11632
2026-09-08 10:00:00,1168000,1170000,1157000,1158000,9438
2026-09-08 10:05:00,1158000,1160000,1155000,1160000,4789
2026-09-08 10:10:00,1160000,1163000,1157000,1163000,8136
2026-09-08 10:15:00,1163000,1163000,1159000,1162000,2985
2026-09-08 10:20:00,1162000,1162000,1156000,1157000,3946
2026-09-08 10:25:00,1158000,1162000,1156000,1162000,3697
2026-09-08 10:30:00,1161000,1167000,1159000,1166000,7956
2026-09-08 10:35:00,1166000,1177000,1165000,1174500,16437
2026-09-08 10:40:00,1175000,1182000,1174000,1181000,11821
2026-09-08 10:45:00,1182000,1182000,1174000,1179000,6694
2026-09-08 10:50:00,1178000,1179000,1174000,1177000,6297
2026-09-08 10:55:00,1177000,1182000,1176000,1179000,7092
2026-09-08 11:00:00,1179000,1180000,1170000,1173000,6842
2026-09-08 11:05:00,1173000,1174000,1170000,1170000,3523
2026-09-08 11:10:00,1171000,1175000,1170000,1175000,2655
2026-09-08 11:15:00,1174000,1175000,1172000,1172000,2598
2026-09-08 11:20:00,1172000,1174000,1171000,1173000,2879
2026-09-08 11:25:00,1173000,1174000,1172000,1173000,2378
2026-09-08 11:30:00,1173000,1177000,1172000,1176000,3127
2026-09-08 11:35:00,1175500,1178000,1175000,1177000,2309
2026-09-08 11:40:00,1177000,1177000,1170000,1172000,3601
2026-09-08 11:45:00,1172000,1175000,1171000,1175000,3452
2026-09-08 11:50:00,1175000,1175000,1172000,1174000,4419
2026-09-08 11:55:00,1174000,1175000,1173000,1175000,3104
2026-09-08 12:00:00,1175000,1177000,1174000,1176000,4476
2026-09-08 12:05:00,1176000,1178000,1176000,1178000,2892
2026-09-08 12:10:00,1177000,1180000,1177000,1180000,4208
2026-09-08 12:15:00,1180000,1184000,1179000,1183000,7835
2026-09-08 12:20:00,1184000,1185000,1183000,1185000,6577
2026-09-08 12:25:00,1185000,1190000,1184000,1189000,5808
2026-09-08 12:30:00,1189000,1190000,1186000,1190000,3420
