time,Open,High,Low,Close,Volume
2026-09-08 09:00:00,16130,16140,15730,15770,243756
2026-09-08 09:05:00,15780,15870,15720,15730,158741
2026-09-08 09:10:00,15720,15730,15540,15570,229906
2026-09-08 09:15:00,15580,15855,15570,15830,101449
2026-09-08 09:20:00,15830,15840,15570,15580,102305
2026-09-08 09:25:00,15590,15630,15500,15520,123117
2026-09-08 09:30:00,15520,15650,15510,15550,58419
2026-09-08 09:35:00,15550,15550,15400,15400,122605
2026-09-08 09:40:00,15400,15460,15370,15380,119423
2026-09-08 09:45:00,15380,15490,15310,15480,101480
2026-09-08 09:50:00,15480,15520,15370,15410,58567
2026-09-08 09:55:00,15380,15420,15360,15405,49435
2026-09-08 10:00:00,15410,15410,15340,15350,58388
2026-09-08 10:05:00,15350,15570,15350,15510,50248
2026-09-08 10:10:00,15500,15530,15470,15490,35411
2026-09-08 10:15:00,15500,15550,15430,15540,29876
2026-09-08 10:20:00,15550,15590,15440,15520,38343
2026-09-08 10:25:00,15530,15570,15460,15460,37132
2026-09-08 10:30:00,15490,15560,15420,15560,34576
2026-09-08 10:35:00,15560,15600,15500,15500,32432
2026-09-08 10:40:00,15500,15500,15450,15470,30650
2026-09-08 10:45:00,15460,15560,15460,15520,19667
2026-09-08 10:50:00,15520,15520,15500,15500,15364
2026-09-08 10:55:00,15510,15520,15500,15500,12341
2026-09-08 11:00:00,15500,15510,15470,15470,20221
2026-09-08 11:05:00,15480,15540,15470,15520,14487
2026-09-08 11:10:00,15520,15520,15470,15470,21622
2026-09-08 11:15:00,15470,15480,15450,15470,19854
2026-09-08 11:20:00,15470,15500,15440,15450,36265
2026-09-08 11:25:00,15450,15470,15440,15440,18516
2026-09-08 11:30:00,15450,15470,15440,15470,14973
2026-09-08 11:35:00,15470,15470,15450,15460,15802
2026-09-08 11:40:00,15450,15470,15440,15470,20036
2026-09-08 11:45:00,15470,15540,15460,15530,17982
2026-09-08 11:50:00,15530,15540,15510,15520,10472
2026-09-08 11:55:00,15510,15520,15470,15480,12167
2026-09-08 12:00:00,15480,15500,15460,15490,18850
2026-09-08 12:05:00,15500,15650,15480,15630,68527
2026-09-08 12:10:00,15630,15710,15620,15680,57027
2026-09-08 12:15:00,15680,15870,15660,15750,93628
2026-09-08 12:20:00,15760,15800,15670,15720,53772
2026-09-08 12:25:00,15710,15950,15710,15890,144053
2026-09-08 12:30:00,15890,16150,15880,16130,137565
