time,Open,High,Low,Close,Volume
2026-09-08 09:00:00,113300,115800,112500,114600,40686
2026-09-08 09:05:00,114600,115400,114100,114900,18931
2026-09-08 09:10:00,115000,115500,114800,115100,11366
2026-09-08 09:15:00,115100,115300,114200,114400,10367
2026-09-08 09:20:00,114400,115100,114400,114700,12824
2026-09-08 09:25:00,114700,115300,114600,114700,10715
2026-09-08 09:30:00,114800,115700,114700,115600,17803
2026-09-08 09:35:00,115700,115800,114500,114500,9207
2026-09-08 09:40:00,114500,114800,114000,114300,6266
2026-09-08 09:45:00,114300,115500,114200,115100,6338
2026-09-08 09:50:00,115100,115300,114800,114900,4321
2026-09-08 09:55:00,114900,115100,114700,114700,4543
2026-09-08 10:00:00,114800,115200,114700,115000,3980
2026-09-08 10:05:00,115000,115700,115000,115600,8788
2026-09-08 10:10:00,115600,115700,114800,114900,4442
2026-09-08 10:15:00,115000,115100,114300,114700,7890
2026-09-08 10:20:00,114800,114900,114200,114400,3239
2026-09-08 10:25:00,114500,114500,114000,114000,3917
2026-09-08 10:30:00,114100,114300,113900,114300,3655
2026-09-08 10:35:00,114200,114700,114200,114600,3508
2026-09-08 10:40:00,114600,114800,114400,114600,3188
2026-09-08 10:45:00,114600,115000,114500,114800,3895
2026-09-08 10:50:00,114900,115000,114500,114800,3623
2026-09-08 10:55:00,114800,115000,114500,114500,3567
2026-09-08 11:00:00,114600,114800,114300,114700,4186
2026-09-08 11:05:00,114700,114800,114200,114500,2377
2026-09-08 11:10:00,114500,114800,114400,114700,1886
2026-09-08 11:15:00,114700,114800,114400,114500,2142
2026-09-08 11:20:00,114500,114700,114400,114500,2592
2026-09-08 11:25:00,114500,114700,114400,114700,2620
2026-09-08 11:30:00,114700,114900,114600,114800,2698
2026-09-08 11:35:00,114800,114900,114300,114700,2589
2026-09-08 11:40:00,114700,114700,114200,114200,2650
2026-09-08 11:45:00,114300,114500,114200,114400,2206
2026-09-08 11:50:00,114300,114400,114000,114200,3548
2026-09-08 11:55:00,114100,114300,113900,114000,3013
2026-09-08 12:00:00,114100,114100,113800,113800,2148
2026-09-08 12:05:00,113800,114200,113800,114000,2548
2026-09-08 12:10:00,114000,114100,113800,113900,1818
2026-09-08 12:15:00,113900,114100,113900,114000,2135
2026-09-08 12:20:00,113900,114100,113900,114100,1821
2026-09-08 12:25:00,114100,114300,114000,114300,2082
2026-09-08 12:30:00,114200,114400,114100,114200,1755
