time,Open,High,Low,Close,Volume
2026-08-21 09:00:00,53200,53200,52500,52700,1537
2026-08-21 09:05:00,52700,52900,52300,52400,1955
2026-08-21 09:10:00,52400,52600,52300,52500,853
2026-08-21 09:15:00,52600,52700,52300,52400,2099
2026-08-21 09:20:00,52300,52400,52200,52400,1023
2026-08-21 09:25:00,52400,52400,52100,52200,1184
2026-08-21 09:30:00,52100,52300,52100,52300,769
2026-08-21 09:35:00,52300,52300,52100,52200,815
2026-08-21 09:40:00,52200,52300,52100,52100,640
2026-08-21 09:45:00,52200,52400,52100,52300,2148
2026-08-21 09:50:00,52300,52300,52100,52100,804
2026-08-21 09:55:00,52200,52200,52000,52000,958
2026-08-21 10:00:00,52000,52100,51800,51900,3247
2026-08-21 10:05:00,51900,51900,51700,51800,1561
2026-08-21 10:10:00,51800,51900,51700,51900,2105
2026-08-21 10:15:00,51900,52000,51800,51800,605
2026-08-21 10:20:00,51900,51900,51700,51700,879
2026-08-21 10:25:00,51800,51900,51700,51700,725
2026-08-21 10:30:00,51700,51800,51500,51500,1908
2026-08-21 10:35:00,51500,51600,51300,51300,2403
2026-08-21 10:40:00,51400,51600,51300,51500,774
2026-08-21 10:45:00,51500,51600,51400,51400,1357
2026-08-21 10:50:00,51400,51500,51400,51400,797
2026-08-21 10:55:00,51500,51500,51300,51300,1458
2026-08-21 11:00:00,51300,51400,51300,51300,644
2026-08-21 11:05:00,51300,51500,51300,51400,1155
2026-08-21 11:10:00,51400,51500,51300,51300,787
2026-08-21 11:15:00,51300,51600,51300,51400,926
2026-08-21 11:20:00,51500,51800,51300,51800,1382
2026-08-21 11:25:00,51700,51700,51500,51500,504
2026-08-21 11:30:00,51600,51700,51400,51600,813
2026-08-21 11:35:00,51600,51700,51400,51500,944
2026-08-21 11:40:00,51500,51600,51400,51400,510
2026-08-21 11:45:00,51400,51700,51400,51600,1144
2026-08-21 11:50:00,51600,51900,51500,51900,1242
2026-08-21 11:55:00,51900,51900,51700,51700,471
2026-08-21 12:00:00,51800,52000,51700,51900,927
2026-08-21 12:05:00,51900,52000,51800,51900,553
2026-08-21 12:10:00,51900,52000,51800,51800,350
2026-08-21 12:15:00,51900,52000,51800,52000,1026
2026-08-21 12:20:00,52000,52100,51800,51900,496
2026-08-21 12:25:00,52000,52000,51800,51900,863
2026-08-21 12:30:00,51900,52000,51800,51800,558
2026-08-21 12:35:00,51800,52000,51800,52000,1592
2026-08-21 12:40:00,52100,52100,51900,52100,556
2026-08-21 12:45:00,51900,52050,51900,51900,516
2026-08-21 12:50:00,51900,52000,51800,51900,515
2026-08-21 12:55:00,51800,52000,51800,51800,592
2026-08-21 13:00:00,51900,52000,51800,52000,941
2026-08-21 13:05:00,52000,52000,51900,52000,550
2026-08-21 13:10:00,52000,52100,51800,52100,741
2026-08-21 13:15:00,52100,52200,51900,51900,1125
2026-08-21 13:20:00,52000,52000,51800,51800,595
2026-08-21 13:25:00,51900,52000,51800,51900,978
2026-08-21 13:30:00,51900,52100,51800,52000,527
2026-08-21 13:35:00,52000,52200,51900,52000,1198
2026-08-21 13:40:00,52000,52500,52000,52400,1623
2026-08-21 13:45:00,52400,52800,52400,52700,1480
2026-08-21 13:50:00,52700,52800,52600,52700,779
2026-08-21 13:55:00,52700,52800,52600,52800,1077
2026-08-21 14:00:00,52700,52700,52500,52600,1312
2026-08-21 14:05:00,52600,52600,52400,52400,1155
2026-08-21 14:10:00,52500,52600,52400,52400,1037
2026-08-21 14:15:00,52500,52600,52400,52400,1350
2026-08-21 14:20:00,52500,52600,52400,52400,1167
2026-08-21 14:25:00,52500,52500,52400,52400,776
2026-08-21 14:30:00,52500,52500,52400,52400,914
2026-08-21 14:35:00,52400,52600,52400,52500,1398
2026-08-21 14:40:00,52500,52600,52400,52500,1177
2026-08-21 14:45:00,52500,52600,52400,52400,972
